"seq","pool","ligation_id","total_reads","no_rad_tag","low_quality","retained","percent_retained"
3,12,"L0255",645918,22882,95845,524382,0.81
3,12,"L0256",989633,31015,84631,869313,0.87
3,12,"L0257",671161,19191,78400,570435,0.84
3,12,"L0258",1314761,38271,110639,1159773,0.88
3,12,"L0259",1526224,37867,140843,1340611,0.87
3,12,"L0260",1214826,31020,115257,1062716,0.87
3,12,"L0261",919153,28130,74837,811917,0.88
3,12,"L0262",2096491,56096,185558,1845189,0.88
3,12,"L0263",742841,25082,66677,647685,0.87
3,12,"L0264",1148387,50136,94122,998916,0.86
3,12,"L0265",681775,27802,65212,585713,0.85
3,12,"L0266",907035,47081,77454,778419,0.85
3,12,"L0267",1008071,33461,90156,879684,0.87
3,12,"L0268",1199296,31286,111345,1051272,0.87
3,12,"L0269",9424,7066,568,1782,0.18
3,12,"L0270",770977,31419,66245,669647,0.86
3,12,"L0271",994715,45627,80600,864106,0.86
3,12,"L0272",1416998,46975,121301,1242049,0.87
3,12,"L0273",1400756,33845,126077,1234531,0.88
3,12,"L0274",1208097,31824,118030,1052613,0.87
3,12,"L0275",1772897,44046,160360,1560410,0.88
3,12,"L0276",1118391,39992,106258,966979,0.86
3,12,"L0277",958936,44893,89551,820163,0.85
3,12,"L0278",1187240,30292,115583,1035897,0.87
3,12,"L0279",1831634,472974,126981,1225191,0.66
3,12,"L0280",2081532,73189,171990,1826597,0.87
3,12,"L0281",1409020,68794,116112,1217667,0.86
3,12,"L0282",1882276,48339,177101,1648262,0.87
3,12,"L0283",1263787,48566,112161,1097240,0.86
3,12,"L0284",1391400,63546,123319,1197842,0.86
3,12,"L0285",1817905,76019,186255,1548212,0.85
3,12,"L0286",2073061,51603,183852,1828484,0.88
3,12,"L0287",732236,46826,61109,621001,0.84
3,12,"L0288",1093496,41170,86826,960204,0.87
3,12,"L0289",927039,54902,75394,792640,0.85
3,12,"L0290",1066763,33865,90277,937868,0.87
3,12,"L0291",477523,11520,39830,423903,0.88
3,12,"L0292",846487,37338,69993,735443,0.86
3,12,"L0293",813862,24766,68669,716573,0.88
3,12,"L0294",885181,146366,65804,669330,0.75
3,12,"L0295",754735,33546,64601,653005,0.86
3,12,"L0296",996074,30372,98341,862904,0.86
3,12,"L0297",1182851,69563,107273,1000788,0.84
3,12,"L0298",1094934,30754,97674,961299,0.87
3,12,"L0299",305914,9160,25942,269326,0.88
3,12,"L0300",922816,26233,81042,811297,0.87
3,12,"L0301",1024449,36699,85472,897308,0.87
3,12,"L0302",1667170,40528,137172,1481598,0.88
3,13,"L0303",1450003,35461,124665,1282566,0.88
3,13,"L0304",1561,183,268,1103,0.7
3,13,"L0305",859,129,445,284,0.33
3,13,"L0306",868,207,226,434,0.5
3,13,"L0307",1716531,44387,163839,1499742,0.87
3,13,"L0308",953,261,393,299,0.31
3,13,"L0309",2231,1328,489,411,0.18
3,13,"L0310",199565,6169,16437,175942,0.88
3,13,"L0311",2102748,51292,175220,1865987,0.88
3,13,"L0312",1964946,74020,149167,1732123,0.88
3,13,"L0313",43798,5335,3570,34727,0.79
3,13,"L0314",1033137,46258,75808,906139,0.87
3,13,"L0315",1410050,42563,113306,1247115,0.88
3,13,"L0316",973958,41787,90371,836969,0.85
3,13,"L0317",887497,100338,63131,719961,0.81
3,13,"L0318",946601,49403,70861,821819,0.86
3,13,"L0319",1006992,82078,73698,846485,0.84
3,13,"L0320",832588,39542,65988,723004,0.86
3,13,"L0321",1558113,40526,130410,1379444,0.88
3,13,"L0322",1934555,48521,184532,1691954,0.87
3,13,"L0323",2063361,51926,170875,1830485,0.88
3,13,"L0324",902185,132498,64191,701517,0.77
3,13,"L0325",1027033,58861,81383,881990,0.85
3,13,"L0326",653118,30534,65884,553694,0.84
3,13,"L0327",1649428,559956,93033,991043,0.6
3,13,"L0328",584206,24377,47117,509887,0.87
3,13,"L0329",2049473,87600,165703,1786499,0.87
3,13,"L0330",1615522,39224,132521,1435762,0.88
3,13,"L0331",1541717,251764,103138,1180153,0.76
3,13,"L0332",89002,4013,7439,77122,0.86
3,13,"L0333",1098067,105548,87070,900822,0.82
3,13,"L0334",1251808,61624,104742,1079793,0.86
3,13,"L0335",1607257,75124,128349,1395996,0.86
3,13,"L0336",1796245,53712,143865,1589750,0.88
3,13,"L0337",1544439,61442,120209,1354920,0.87
3,13,"L0338",2051587,51493,171752,1817850,0.88
3,13,"L0339",2093871,162022,152288,1769620,0.84
3,13,"L0340",2573311,132424,199961,2228280,0.86
3,13,"L0341",2119111,209576,153540,1746487,0.82
3,13,"L0342",2318104,136456,190693,1979438,0.85
3,13,"L0343",1515282,118494,114277,1275427,0.84
3,13,"L0344",1355649,40310,123521,1185237,0.87
3,13,"L0345",2280981,106734,187555,1975863,0.86
3,13,"L0346",1618097,43176,147335,1419663,0.87
3,13,"L0347",1603312,132200,125933,1337669,0.83
3,13,"L0348",1024742,61368,80880,877546,0.85
3,13,"L0349",1127657,149053,84279,889532,0.78
3,13,"L0350",1278347,63613,112609,1096165,0.85
3,14,"L0351",131247,55232,15465,60152,0.45
3,14,"L0352",973077,116711,71230,780800,0.8
3,14,"L0353",1075395,83237,98501,888998,0.82
3,14,"L0354",1352994,48851,136392,1161351,0.85
3,14,"L0355",1118157,39503,138316,935233,0.83
3,14,"L0356",1508365,59344,188744,1253722,0.83
3,14,"L0357",1158206,95803,94470,963064,0.83
3,14,"L0358",307597,42576,24170,239649,0.77
3,14,"L0359",1252390,50844,121196,1074424,0.85
3,14,"L0360",1567578,64955,144160,1351297,0.86
3,14,"L0361",48298,9263,3907,34939,0.72
3,14,"L0362",1076057,99474,85022,886601,0.82
3,14,"L0363",1148966,87246,94563,962132,0.83
3,14,"L0364",910604,47287,92944,766427,0.84
3,14,"L0365",1262277,95292,117398,1043900,0.82
3,14,"L0366",1187269,38518,115393,1027899,0.86
3,14,"L0367",91835,7295,7351,76708,0.83
3,14,"L0368",1132035,52244,91982,982690,0.86
3,14,"L0369",1120770,56050,106582,953151,0.85
3,14,"L0370",1165633,67724,116614,976125,0.83
3,14,"L0371",1221018,47890,121140,1046410,0.85
3,14,"L0372",1383863,59213,133485,1184914,0.85
3,14,"L0373",9460545,483285,721605,8213036,0.86
3,14,"L0374",1035847,54768,100950,875433,0.84
3,14,"L0375",1698531,179794,157344,1353985,0.79
3,14,"L0376",1353200,97430,129269,1120255,0.82
3,14,"L0377",1891222,97537,184071,1601122,0.84
3,14,"L0378",160248,15473,17917,126176,0.78
3,14,"L0379",1192013,125628,110573,950601,0.79
3,14,"L0380",1306591,113552,108383,1078903,0.82
3,14,"L0381",224118,11414,23821,187898,0.83
3,14,"L0382",768860,51737,75197,638726,0.83
3,14,"L0383",258224,6415,25121,225471,0.87
3,14,"L0384",1404213,88392,132515,1176941,0.83
3,14,"L0385",1223428,100341,99988,1017642,0.83
3,14,"L0386",1097559,112341,88943,891388,0.81
3,14,"L0387",921522,66833,76704,773663,0.83
3,14,"L0388",1066019,80526,93195,887373,0.83
3,14,"L0389",1407149,119813,125852,1155303,0.82
3,14,"L0390",873769,73123,77020,719683,0.82
3,14,"L0391",1518853,97780,142270,1272067,0.83
3,14,"L0392",1554477,145463,126073,1276020,0.82
3,14,"L0393",1270215,58277,128542,1077665,0.84
3,14,"L0394",1163843,119846,97641,941212,0.8
3,14,"L0395",1192065,110911,111577,964419,0.8
3,14,"L0396",37620,10089,3370,24036,0.63
3,14,"L0397",1410524,114473,135399,1154375,0.81
3,14,"L0398",5000623,353725,391127,4233059,0.84
3,15,"L0399",35999,2741,4849,28231,0.78
3,15,"L0400",857084,67199,62394,723516,0.84
3,15,"L0401",706033,49821,63520,589450,0.83
3,15,"L0402",707034,52735,54317,596740,0.84
3,15,"L0403",714973,54933,69548,587365,0.82
3,15,"L0404",94430,8602,17706,67727,0.71
3,15,"L0405",758750,52749,67887,634747,0.83
3,15,"L0406",820390,61546,64276,690835,0.84
3,15,"L0407",1154896,30687,96461,1022296,0.88
3,15,"L0408",1067291,57043,80632,924486,0.86
3,15,"L0409",1169117,65346,101214,997164,0.85
3,15,"L0410",1664680,56661,131397,1468684,0.88
3,15,"L0411",1374248,33332,109606,1224544,0.89
3,15,"L0412",1502420,32028,129419,1333776,0.88
3,15,"L0413",1353315,45231,107299,1193866,0.88
3,15,"L0414",1342116,36512,105661,1193183,0.88
3,15,"L0415",1445186,34462,119899,1283895,0.88
3,15,"L0416",1854755,49259,157860,1638661,0.88
3,15,"L0417",1905430,102598,146232,1647881,0.86
3,15,"L0418",1693231,41677,156118,1487414,0.87
3,15,"L0419",1421295,33378,116484,1264626,0.88
3,15,"L0420",1232405,25678,106983,1093830,0.88
3,15,"L0421",1526688,49280,124749,1345237,0.88
3,15,"L0422",1378470,35800,114856,1221169,0.88
3,15,"L0423",1125738,62494,90723,967372,0.85
3,15,"L0424",2890741,91403,235797,2549560,0.88
3,15,"L0425",103641,12912,16839,73540,0.7
3,15,"L0426",1312405,30134,114533,1161416,0.88
3,15,"L0427",1634366,46834,130619,1449134,0.88
3,15,"L0428",1993865,52529,160707,1770905,0.88
3,15,"L0429",2873871,75170,262052,2523937,0.87
3,15,"L0430",2095825,50589,193909,1842115,0.87
3,15,"L0431",1537128,40141,131574,1358081,0.88
3,15,"L0432",2853225,75485,218659,2544929,0.89
3,15,"L0433",2007506,62351,174413,1761079,0.87
3,15,"L0434",2036833,48120,159597,1818958,0.89
3,15,"L0435",3444220,81923,254957,3090767,0.89
3,15,"L0436",892527,19950,66549,801643,0.89
3,15,"L0437",3128499,67583,254478,2790756,0.89
3,15,"L0438",2887651,68672,231054,2573629,0.89
3,15,"L0439",1897828,48047,156225,1684291,0.88
3,15,"L0440",1471347,36814,117808,1309411,0.88
3,15,"L0441",1223042,41508,104823,1070762,0.87
3,15,"L0442",4567,887,2533,1143,0.25
3,15,"L0443",1568254,44073,132039,1384557,0.88
3,15,"L0444",1928673,52905,160235,1706341,0.88
3,15,"L0445",1860937,56823,163079,1632255,0.87
3,15,"L0446",5020,2272,1214,1526,0.3
4,20,"L0639",230775,45412,20229,164312,0.71
4,20,"L0640",216946,43036,16438,156695,0.72
4,20,"L0641",1383742,320013,83795,974936,0.7
4,20,"L0642",131282,47024,7746,76148,0.58
4,20,"L0643",372311,91839,25008,254187,0.68
4,20,"L0644",229789,54241,14899,159829,0.69
4,20,"L0645",236066,48994,19375,166846,0.7
4,20,"L0646",1179422,224713,80241,870088,0.73
4,20,"L0647",296670,98325,21399,176111,0.59
4,20,"L0648",212041,51471,14981,144901,0.68
4,20,"L0649",173775,47353,11240,114558,0.65
4,20,"L0650",202158,54541,13941,133011,0.65
4,20,"L0651",1445289,300476,92299,1047308,0.72
4,20,"L0652",1271211,304983,90246,871818,0.68
4,20,"L0653",1351967,281713,97113,968372,0.71
4,20,"L0654",1648860,407639,119349,1116531,0.67
4,20,"L0655",1186321,259328,83111,839822,0.7
4,20,"L0656",1476812,363969,105571,1002275,0.67
4,20,"L0657",1325855,333253,89431,898805,0.67
4,20,"L0658",1105654,234961,76095,790694,0.71
4,20,"L0659",1050365,240617,81560,724659,0.68
4,20,"L0660",1143639,283407,74369,782000,0.68
4,20,"L0661",1607419,370608,111093,1120050,0.69
4,20,"L0662",1066746,214178,76557,772188,0.72
4,20,"L0663",1680513,354199,127000,1193397,0.71
4,20,"L0664",1341998,374040,83485,880098,0.65
4,20,"L0665",1554875,345011,102306,1101903,0.7
4,20,"L0666",1648420,372211,111645,1158600,0.7
4,20,"L0667",1691760,359993,122879,1202864,0.71
4,20,"L0668",1976901,395453,128128,1446024,0.73
4,20,"L0669",1760349,373255,119456,1261372,0.71
4,20,"L0670",1580765,347322,105247,1122622,0.71
4,20,"L0671",1421648,308068,105649,1002936,0.7
4,20,"L0672",1369727,301346,97767,965914,0.7
4,20,"L0673",1753482,358456,127738,1260814,0.71
4,20,"L0674",1150769,245017,80935,820674,0.71
4,20,"L0675",1456128,286791,95798,1068199,0.73
4,20,"L0676",1807865,403099,119062,1279222,0.7
4,20,"L0677",1604277,300255,101903,1196020,0.74
4,20,"L0678",1269497,256758,86884,921156,0.72
4,20,"L0679",1614978,331135,114795,1163227,0.72
4,20,"L0680",1755888,408713,121869,1219166,0.69
4,20,"L0681",1577113,348704,105115,1117707,0.7
4,20,"L0682",1273016,251172,91235,925933,0.72
4,20,"L0683",1372655,263800,96892,1006789,0.73
4,20,"L0684",1330697,267870,96790,961094,0.72
4,20,"L0685",1085906,288146,65235,728833,0.67
4,20,"L0686",1259715,249469,94834,910933,0.72
4,21,"L0687",1201005,241752,85591,869158,0.72
4,21,"L0688",1224132,245064,80488,893948,0.73
4,21,"L0689",726251,142391,53986,527207,0.72
4,21,"L0690",1386447,264805,86866,1029535,0.74
4,21,"L0691",1297299,254589,85921,951963,0.73
4,21,"L0692",1355000,264996,81101,1003594,0.74
4,21,"L0693",1631821,308215,97443,1219927,0.74
4,21,"L0694",1039577,195588,62179,777779,0.74
4,21,"L0695",1272322,262756,77243,927512,0.72
4,21,"L0696",1383192,265207,89014,1023850,0.74
4,21,"L0697",1658149,316837,103716,1230968,0.74
4,21,"L0698",1362270,263045,81764,1012130,0.74
4,21,"L0699",1129755,225126,70541,829790,0.73
4,21,"L0700",954638,191130,63509,696462,0.72
4,21,"L0701",1249567,243476,83416,918075,0.73
4,21,"L0702",1180524,236919,74001,865401,0.73
4,21,"L0703",1025152,202391,64706,754177,0.73
4,21,"L0704",803056,163442,56417,580242,0.72
4,21,"L0705",909165,190374,60068,655451,0.72
4,21,"L0706",1069979,205164,66463,794349,0.74
4,21,"L0707",675373,137635,48418,486808,0.72
4,21,"L0708",1233768,229674,79575,919665,0.74
4,21,"L0709",805423,158070,58228,586095,0.72
4,21,"L0710",1030707,203858,65412,757562,0.73
4,21,"L0711",985823,194611,64766,722948,0.73
4,21,"L0712",1703513,369906,105676,1221645,0.71
4,21,"L0713",1164535,231413,76718,852126,0.73
4,21,"L0714",1168068,229429,73034,861291,0.73
4,21,"L0715",1080821,207554,72257,797055,0.73
4,21,"L0716",848490,168989,57680,618584,0.72
4,21,"L0717",1376455,263458,80827,1027022,0.74
4,21,"L0718",1353843,253768,81550,1013389,0.74
4,21,"L0719",1085671,207317,77794,796547,0.73
4,21,"L0720",1934099,382866,134032,1410022,0.72
4,21,"L0721",1580451,298610,104193,1171579,0.74
4,21,"L0722",1641835,319964,110430,1205210,0.73
4,21,"L0723",1398178,264507,98701,1029767,0.73
4,21,"L0724",1567388,306662,110098,1145012,0.73
4,21,"L0725",1875742,344567,128818,1395349,0.74
4,21,"L0726",1454875,276677,96888,1075781,0.73
4,21,"L0727",1759517,339458,120342,1293033,0.73
4,21,"L0728",1876876,369578,128203,1372219,0.73
4,21,"L0729",1299180,244957,94238,955182,0.73
4,21,"L0730",1501485,294691,99866,1101303,0.73
4,21,"L0731",921427,181425,61710,674847,0.73
4,21,"L0732",1326421,264757,95346,961340,0.72
4,21,"L0733",1447227,275548,95037,1071061,0.74
4,21,"L0734",1459747,292751,105843,1055606,0.72
4,22,"L0735",1536408,303813,165375,1062167,0.69
4,22,"L0736",1381892,270596,139492,967082,0.69
4,22,"L0737",1157716,228512,125123,800319,0.69
4,22,"L0738",1598214,310935,157002,1124837,0.7
4,22,"L0739",1444611,285311,150908,1003491,0.69
4,22,"L0740",1604545,329039,151542,1118430,0.69
4,22,"L0741",1374334,272203,135063,962554,0.7
4,22,"L0742",1530270,305623,147890,1071807,0.7
4,22,"L0743",1705526,370759,168110,1161072,0.68
4,22,"L0744",1588452,322501,170920,1089859,0.68
4,22,"L0745",1231562,246679,107936,872747,0.7
4,22,"L0746",527500,110239,84589,331211,0.62
4,22,"L0747",1358090,274348,121701,957457,0.7
4,22,"L0748",1109641,272952,106191,727013,0.65
4,22,"L0749",1582909,313654,129992,1133834,0.71
4,22,"L0750",1771511,400856,131569,1233263,0.69
4,22,"L0751",1992502,424946,158653,1402001,0.7
4,22,"L0752",1945282,402118,154419,1382047,0.71
4,22,"L0753",1761328,421722,162231,1171779,0.66
4,22,"L0754",1426374,293018,127251,1001364,0.7
4,22,"L0755",1781903,370676,147401,1257650,0.7
4,22,"L0756",2184030,432055,169488,1574582,0.72
4,22,"L0757",1855784,379417,154851,1315275,0.7
4,22,"L0758",1648696,369858,134221,1139243,0.69
4,22,"L0759",1668566,348258,125285,1189455,0.71
4,22,"L0760",1965662,760974,117083,1082109,0.55
4,22,"L0761",1284467,285845,90950,903285,0.7
4,22,"L0762",1953988,425239,144871,1377280,0.7
4,22,"L0763",1835202,378961,141946,1308042,0.71
4,22,"L0764",1734356,404236,126769,1197749,0.69
4,22,"L0765",1461705,316286,113475,1027196,0.7
4,22,"L0766",918603,185876,81755,647841,0.7
4,22,"L0767",904844,184999,78979,637764,0.7
4,22,"L0768",653512,164096,48112,439134,0.67
4,22,"L0769",1796305,387253,136216,1266590,0.7
4,22,"L0770",1546919,349460,133767,1058482,0.68
4,22,"L0771",1768128,357861,134717,1269232,0.71
4,22,"L0772",1363962,264297,113746,981200,0.71
4,22,"L0773",1393761,255397,105713,1027682,0.73
4,22,"L0774",1385885,259205,107937,1013855,0.73
4,22,"L0775",1525117,307042,147044,1065695,0.69
4,22,"L0776",1697251,343552,145009,1203009,0.7
4,22,"L0777",1961860,364301,159598,1430960,0.72
4,22,"L0778",841078,173359,74501,590464,0.7
4,22,"L0779",1019292,200156,85020,730578,0.71
4,22,"L0780",1317382,253588,110542,948617,0.72
4,22,"L0781",978510,187949,89551,697558,0.71
4,22,"L0782",985400,195349,82434,704113,0.71
4,23,"L0783",1603693,309328,118912,1169375,0.72
4,23,"L0784",937376,178835,63685,691345,0.73
4,23,"L0785",1830884,333707,132573,1357640,0.74
4,23,"L0786",1364388,264597,102554,992328,0.72
4,23,"L0787",1342609,257300,104924,975452,0.72
4,23,"L0788",1465084,288788,107451,1063697,0.72
4,23,"L0789",1684959,324277,125119,1229466,0.72
4,23,"L0790",1379265,263577,96291,1014390,0.73
4,23,"L0791",1680247,348777,111671,1213697,0.72
4,23,"L0792",1632415,313009,124201,1189201,0.72
4,23,"L0793",1479944,293277,113368,1067985,0.72
4,23,"L0794",1627266,320809,122748,1177972,0.72
4,23,"L0795",1631784,324093,121295,1180577,0.72
4,23,"L0796",1458540,278661,111413,1063212,0.72
4,23,"L0797",1571325,297282,121263,1147216,0.73
4,23,"L0798",1731507,351763,136351,1237322,0.71
4,23,"L0799",1663934,319930,121618,1216389,0.73
4,23,"L0800",1334800,256324,102423,971284,0.72
4,23,"L0801",1521563,312973,117524,1085693,0.71
4,23,"L0802",1715203,325038,131945,1252029,0.73
4,23,"L0803",1531530,301413,122778,1101793,0.71
4,23,"L0804",1782887,326766,136748,1312894,0.73
4,23,"L0805",1408405,268664,109254,1025343,0.72
4,23,"L0806",1687707,318283,116686,1246581,0.73
4,23,"L0807",1536958,290287,113003,1127920,0.73
4,23,"L0808",1293431,286464,81663,920800,0.71
4,23,"L0809",1381288,267973,99564,1008913,0.73
4,23,"L0810",1335544,284837,101264,944827,0.7
4,23,"L0811",224755,45269,41022,137833,0.61
4,23,"L0812",1468704,287506,105574,1070255,0.72
4,23,"L0813",1638635,318602,121389,1192606,0.72
4,23,"L0814",5795,1690,1317,2782,0.48
4,23,"L0815",1501600,286127,119892,1090299,0.72
4,23,"L0816",1349204,272169,101452,970863,0.71
4,23,"L0817",706453,146796,67551,489716,0.69
4,23,"L0818",1037701,209800,80661,743633,0.71
4,23,"L0819",1372246,258591,98275,1010175,0.73
4,23,"L0820",1457813,282651,104875,1064972,0.73
4,23,"L0821",1307783,239813,89733,973215,0.74
4,23,"L0822",739343,146396,71271,519154,0.7
4,23,"L0823",801808,163230,74748,561087,0.69
4,23,"L0824",637463,131764,53687,449795,0.7
4,23,"L0825",1347982,249694,100716,992742,0.73
4,23,"L0826",1009108,196218,72282,736884,0.73
4,23,"L0827",1046885,200414,76013,766573,0.73
4,23,"L0828",770049,156679,71728,538711,0.69
4,23,"L0829",1377078,258494,104518,1008645,0.73
4,23,"L0830",76578,16655,22113,37649,0.49
5,24,"L0831",141038,24348,18011,97908,0.69
5,24,"L0832",309622,54347,23990,229694,0.74
5,24,"L0833",263330,44336,26995,190663,0.72
5,24,"L0834",217873,41394,20530,154845,0.71
5,24,"L0835",111437,25103,17570,68262,0.61
5,24,"L0836",126057,30521,12421,82508,0.65
5,24,"L0837",149241,31248,18547,98666,0.66
5,24,"L0838",210438,55237,18142,136004,0.64
5,24,"L0839",200229,89507,13309,96653,0.48
5,24,"L0840",70095,22159,6338,41310,0.58
5,24,"L0841",138579,34722,11972,91231,0.65
5,24,"L0842",167932,38516,14974,113651,0.67
5,24,"L0843",478951,129467,73766,273424,0.57
5,24,"L0844",860440,211664,85984,558651,0.64
5,24,"L0845",1086634,227237,100348,753613,0.69
5,24,"L0846",1418336,310966,129432,970624,0.68
5,24,"L0847",1367979,265822,116974,977591,0.71
5,24,"L0848",18586,7318,1385,9806,0.52
5,24,"L0849",102760,39262,8965,54125,0.52
5,24,"L0850",55977,15877,6729,33112,0.59
5,24,"L0851",16235,4339,4009,7826,0.48
5,24,"L0852",1616228,266071,143123,1198590,0.74
5,24,"L0853",1367111,261126,130426,968557,0.7
5,24,"L0854",1245730,247416,111674,880338,0.7
5,24,"L0855",1778666,318388,166960,1283633,0.72
5,24,"L0856",87483,68978,2625,15757,0.18
5,24,"L0857",1417168,252029,125487,1032063,0.72
5,24,"L0858",1262335,260425,107979,887489,0.7
5,24,"L0859",1344966,262406,127167,948470,0.7
5,24,"L0860",1338236,242767,118594,969886,0.72
5,24,"L0861",1444001,268859,124537,1042890,0.72
5,24,"L0862",1393211,261001,121564,1003263,0.72
5,24,"L0863",1592640,293526,138437,1152214,0.72
5,24,"L0864",1586775,319029,124117,1135158,0.71
5,24,"L0865",1337896,256499,110851,964020,0.72
5,24,"L0866",1352981,240168,126994,978877,0.72
5,24,"L0867",1304204,231903,118430,946930,0.72
5,24,"L0868",1613817,305758,138598,1160904,0.71
5,24,"L0869",1606660,272196,124598,1201067,0.74
5,24,"L0870",1448206,274434,127328,1039133,0.71
5,24,"L0871",1703879,285589,168551,1240754,0.72
5,24,"L0872",1339335,254012,123973,954730,0.71
5,24,"L0873",1510198,269472,140123,1092338,0.72
5,24,"L0874",582078,143045,46303,389913,0.66
5,24,"L0875",1477507,284766,135331,1049753,0.71
5,24,"L0876",1230357,222153,116553,885154,0.71
5,24,"L0877",40305,12790,3379,23960,0.59
5,24,"L0878",1441444,277292,130147,1026736,0.71
5,25,"L0879",2648887,488715,268310,1882512,0.71
5,25,"L0880",610129,114359,61883,431795,0.7
5,25,"L0881",269636,59721,33271,175770,0.65
5,25,"L0882",2711769,472999,273758,1955584,0.72
5,25,"L0883",2548392,443294,287242,1808983,0.7
5,25,"L0884",2052032,374100,204127,1466630,0.71
5,25,"L0885",2162708,395429,246730,1513452,0.69
5,25,"L0886",5219310,1121865,649775,3431804,0.65
5,25,"L0887",2006497,443571,185686,1370578,0.68
5,25,"L0888",2224424,381929,221799,1613191,0.72
5,25,"L0889",2386223,411611,244082,1722190,0.72
5,25,"L0890",2784485,493392,288242,1993296,0.71
5,25,"L0891",2207197,385221,217715,1596566,0.72
5,25,"L0892",2050892,345707,210662,1487163,0.72
5,25,"L0893",1363570,273679,164297,921602,0.67
5,25,"L0894",1386207,281224,137397,963034,0.69
5,25,"L0895",1611761,294015,177904,1134604,0.7
5,25,"L0896",1784892,323310,180067,1275536,0.71
5,25,"L0897",1801307,388896,198267,1208194,0.67
5,25,"L0898",1378430,240851,158844,973952,0.7
5,25,"L0899",1753178,318927,214348,1214169,0.69
5,25,"L0900",1771435,301643,205261,1258357,0.71
5,25,"L0901",1464923,259067,166473,1034212,0.7
5,25,"L0902",1698106,322595,176185,1193712,0.7
5,25,"L0903",1464024,261366,158575,1038931,0.7
5,25,"L0904",2233384,572573,218413,1435244,0.64
5,25,"L0905",3099221,570684,343024,2175149,0.7
5,25,"L0906",1657265,382453,174177,1095531,0.66
5,25,"L0907",2225460,373008,238417,1606456,0.72
5,25,"L0908",2378050,425651,250890,1693284,0.71
5,25,"L0909",2226520,420493,246093,1552393,0.69
5,25,"L0910",1940971,337717,230803,1365903,0.7
5,25,"L0911",1656156,283563,187157,1179653,0.71
5,25,"L0912",1874503,336649,224230,1307173,0.69
5,25,"L0913",1527873,254690,184764,1083047,0.7
5,25,"L0914",2739418,456121,294387,1979276,0.72
5,25,"L0915",2207820,369851,206343,1623651,0.73
5,25,"L0916",1975549,336303,171150,1461172,0.73
5,25,"L0917",2545818,415658,234630,1886498,0.74
5,25,"L0918",2718934,461687,314844,1933166,0.71
5,25,"L0919",2099624,357415,229635,1505275,0.71
5,25,"L0920",3064964,521747,320049,2212348,0.72
5,25,"L0921",3264145,538204,378628,2335984,0.71
5,25,"L0922",2606966,477965,332167,1788136,0.68
5,25,"L0923",2977590,504022,313949,2149002,0.72
5,25,"L0924",3047698,518458,342133,2176808,0.71
5,25,"L0925",3120384,519645,344723,2245092,0.71
5,25,"L0926",2117891,346111,234311,1530097,0.72
5,26,"L0927",1244285,182152,129648,928007,0.74
5,26,"L0928",860121,130149,92975,633842,0.73
5,26,"L0929",1298034,192428,131273,969308,0.74
5,26,"L0930",888891,137534,97941,650155,0.73
5,26,"L0931",1150446,173911,109963,862246,0.74
5,26,"L0932",1523022,224712,147554,1144843,0.75
5,26,"L0933",1232715,182307,131712,914185,0.74
5,26,"L0934",1030696,165555,101166,760260,0.73
5,26,"L0935",1111508,195848,113736,798025,0.71
5,26,"L0936",1010747,154857,107379,744918,0.73
5,26,"L0937",1280804,194180,126835,954865,0.74
5,26,"L0938",483622,76881,70812,334248,0.69
5,26,"L0939",843760,129831,99590,611174,0.72
5,26,"L0940",1054824,152513,113385,784851,0.74
5,26,"L0941",661400,97107,83210,478615,0.72
5,26,"L0942",1127298,187597,117936,817711,0.72
5,26,"L0943",800421,139860,72038,585604,0.73
5,26,"L0944",556835,96702,52971,405115,0.72
5,26,"L0945",727173,135693,71014,517848,0.71
5,26,"L0946",673589,103860,64554,502675,0.74
5,26,"L0947",650707,106816,70082,471396,0.72
5,26,"L0948",1262364,209095,102225,946262,0.74
5,26,"L0949",1462313,259590,122829,1074457,0.73
5,26,"L0950",1128757,216869,87533,820263,0.72
5,26,"L0951",983731,147907,81983,750058,0.76
5,26,"L0952",1060027,275277,72176,708767,0.66
5,26,"L0953",1273596,227321,109468,932103,0.73
5,26,"L0954",1241157,211756,94839,929888,0.74
5,26,"L0955",1423463,207962,130986,1079000,0.75
5,26,"L0956",1344688,206887,128906,1003878,0.74
5,26,"L0957",1197595,204620,111805,876634,0.73
5,26,"L0958",832003,137691,66948,624101,0.75
5,26,"L0959",905120,148299,74184,679256,0.75
5,26,"L0960",1140130,190417,86437,858973,0.75
5,26,"L0961",950814,153577,71180,722410,0.75
5,26,"L0962",1054621,174269,87564,788873,0.74
5,26,"L0963",1100837,178366,92654,825606,0.75
5,26,"L0964",1025468,167110,87214,767447,0.74
5,26,"L0965",897961,147194,69797,677582,0.75
5,26,"L0966",466157,76075,47308,341008,0.73
5,26,"L0967",1140271,190750,105934,839376,0.73
5,26,"L0968",746896,122996,77367,543707,0.72
5,26,"L0969",534218,83113,59740,389356,0.72
5,26,"L0970",586342,90498,61931,431566,0.73
5,26,"L0971",793694,124021,82607,583905,0.73
5,26,"L0972",716971,108248,69126,536759,0.74
5,26,"L0973",1143354,169266,107105,862681,0.75
5,26,"L0974",740993,141063,70447,526731,0.71
5,27,"L0975",1272044,215928,89653,961594,0.75
5,27,"L0976",1217137,208205,88201,916004,0.75
5,27,"L0977",930170,153248,63516,709751,0.76
5,27,"L0978",953555,161400,64610,723885,0.75
